Product_ID,Product_Name,Category,Sub_Category,Brand,Gender,Size_Available,Color,Texture,Material_Quality,Trend_Tag,Price,Discount_Percent,Accessories_Match,Brand_Ambassador,Season,Launch_Year,In_Stock,Ratings
MTR10282,Printed Hoodies,Footwear,Jeans,Puma,Unisex,Free Size,Red,Rough,Eco-Friendly,Athleisure,1908,25%,Silver Jhumkas,Deepika Padukone,Summer,2024,Yes,4.5
MTR10283,Formal Blazers,Bottomwear,Shirts,Biba,Unisex,"M, L, XL",White,Rough,Recycled,Streetwear,739,15%,Cap,Ranveer Singh,All Season,2025,Yes,3.7
MTR10284,Printed Kurtis,Accessories,Shirts,Zara,Unisex,"XS, S, M, L",Navy Blue,Smooth,Eco-Friendly,Minimalist,5558,20%,Watch,Virat Kohli,Summer,2023,No,3.8
MTR10285,Floral Jeans,Winterwear,Shirts,U.S. Polo Assn.,Women,"M, L, XL",Pastel Green,Rough,Eco-Friendly,Y2K,4787,15%,Sunglasses,Deepika Padukone,Winter,2024,No,4.1
MTR10286,Graphic Jeans,Ethnic,Blazers,Roadster,Men,"XS, S, M, L",White,Glossy,Premium,Minimalist,3808,20%,Sports Socks,None,All Season,2024,No,4.0
MTR10287,Slim Fit Jeans,Accessories,T-Shirt,Puma,Women,"S, M, L, XL",Grey,Textured,Recycled,Streetwear,3487,10%,Sports Socks,Ranveer Singh,Summer,2024,No,5.0
MTR10288,Floral Sneakers,Winterwear,Sneakers,Puma,Women,Free Size,Navy Blue,Ribbed,Eco-Friendly,Minimalist,5918,10%,Cap,Kareena Kapoor,Summer,2025,Yes,4.7
MTR10289,Formal Scarves,Accessories,Jeans,Allen Solly,Women,"S, M, L, XL",Pink,Rough,Eco-Friendly,Athleisure,2503,25%,Silver Jhumkas,None,Summer,2025,Yes,4.5
MTR10290,Casual Tracks,Ethnic,Shirts,H&M,Men,"M, L, XL",Pastel Green,Textured,Recycled,Minimalist,4711,30%,Sunglasses,Virat Kohli,Winter,2025,Yes,4.6
MTR10291,Formal T-Shirt,Ethnic,Sneakers,Adidas,Unisex,"XS, S, M, L",White,Smooth,Premium,Retro,3575,20%,Statement Brooch,Virat Kohli,Winter,2023,Yes,4.7
MTR10292,Sporty Sneakers,Ethnic,Hoodies,Levi’s,Women,"XS, S, M, L",Beige,Textured,Standard,Athleisure,1442,10%,Sunglasses,Virat Kohli,Summer,2023,Yes,3.7
MTR10293,Slim Fit Sandals,Accessories,T-Shirt,U.S. Polo Assn.,Women,Free Size,Red,Ribbed,Recycled,Minimalist,2620,15%,Leather Belt,Ranveer Singh,Winter,2023,Yes,3.9
MTR10294,Basic Hoodies,Accessories,Jeans,Zara,Women,"M, L, XL",Beige,Matte,Eco-Friendly,Boho,5894,30%,Sunglasses,Virat Kohli,Summer,2024,No,3.7
MTR10295,Basic Scarves,Bottomwear,Blazers,Nike,Men,UK 6–11,Navy Blue,Rough,Premium,Minimalist,3976,20%,Silver Jhumkas,Kareena Kapoor,Summer,2025,Yes,3.9
MTR10296,Formal Sandals,Topwear,Kurtis,Allen Solly,Women,Free Size,Black,Soft,Premium,Minimalist,2704,25%,Statement Brooch,Deepika Padukone,Winter,2023,Yes,4.0
MTR10297,Formal Jeans,Winterwear,Tracks,Zara,Men,"M, L, XL",Olive,Matte,Standard,Minimalist,2666,15%,Sports Socks,None,Summer,2025,Yes,4.9
MTR10298,Basic Sneakers,Winterwear,Tracks,Biba,Unisex,UK 6–11,Pink,Smooth,Eco-Friendly,Streetwear,4357,10%,Leather Belt,Deepika Padukone,Summer,2025,Yes,3.6
MTR10299,Basic Hoodies,Accessories,Blazers,U.S. Polo Assn.,Unisex,"S, M, L, XL",White,Glossy,Eco-Friendly,Retro,5099,20%,Silver Jhumkas,Deepika Padukone,Winter,2024,No,4.2
MTR10300,Formal Tracks,Bottomwear,Kurtis,Puma,Unisex,"S, M, L, XL",Yellow,Matte,Standard,Minimalist,5808,25%,Watch,Virat Kohli,All Season,2024,Yes,4.9
MTR10301,Slim Fit Hoodies,Ethnic,Tracks,Biba,Men,Free Size,Navy Blue,Glossy,Premium,Athleisure,3609,20%,Watch,Ranveer Singh,Winter,2023,No,4.4
MTR10302,Formal Scarves,Accessories,T-Shirt,Zara,Women,"M, L, XL",Pink,Textured,Premium,Minimalist,1574,15%,Statement Brooch,Kiara Advani,All Season,2024,No,3.9
MTR10303,Sporty Blazers,Topwear,Kurtis,Nike,Women,"M, L, XL",Pastel Green,Ribbed,Recycled,Y2K,5328,10%,Leather Belt,None,All Season,2023,No,3.7
MTR10304,Basic Jeans,Ethnic,Tracks,Allen Solly,Women,"S, M, L, XL",Navy Blue,Rough,Eco-Friendly,Retro,4320,15%,Sunglasses,None,Summer,2023,No,4.4
MTR10305,Floral Jeans,Accessories,Kurtis,Roadster,Women,"M, L, XL",Beige,Soft,Standard,Y2K,1472,10%,Sports Socks,Ranveer Singh,Winter,2023,Yes,4.5
MTR10306,Floral Hoodies,Footwear,T-Shirt,Adidas,Women,"XS, S, M, L",Grey,Textured,Recycled,Streetwear,4711,25%,Watch,Deepika Padukone,All Season,2023,Yes,4.3
MTR10307,Sporty Blazers,Footwear,Scarves,Zara,Unisex,Free Size,Red,Ribbed,Premium,Retro,1989,15%,Leather Belt,Virat Kohli,All Season,2024,No,4.0
MTR10308,Formal Scarves,Accessories,Sandals,Allen Solly,Men,"S, M, L, XL",Red,Matte,Standard,Retro,2090,20%,Leather Belt,None,All Season,2023,No,4.8
MTR10309,Graphic Jeans,Bottomwear,Tracks,Roadster,Men,"M, L, XL",Grey,Textured,Recycled,Streetwear,3987,15%,Sunglasses,Deepika Padukone,Summer,2023,Yes,3.7
MTR10310,Slim Fit Sneakers,Winterwear,T-Shirt,Puma,Women,UK 6–11,Yellow,Soft,Recycled,Minimalist,4155,30%,Leather Belt,Virat Kohli,Summer,2025,No,4.2
MTR10311,Floral Jeans,Footwear,Jeans,Roadster,Men,UK 6–11,Red,Textured,Standard,Boho,1000,15%,Silver Jhumkas,Deepika Padukone,Summer,2024,Yes,4.4
MTR10312,Graphic Shirts,Footwear,Shirts,Zara,Unisex,"S, M, L, XL",Pink,Textured,Standard,Boho,3667,10%,Cap,Deepika Padukone,All Season,2025,Yes,3.6
MTR10313,Sporty Tracks,Ethnic,Tracks,Levi’s,Men,UK 6–11,Olive,Textured,Premium,Y2K,2126,15%,Statement Brooch,Kareena Kapoor,Summer,2025,Yes,4.4
MTR10314,Graphic T-Shirt,Footwear,Tracks,Puma,Men,Free Size,White,Soft,Recycled,Retro,1816,20%,Watch,Kiara Advani,Winter,2023,No,4.4
MTR10315,Sporty Hoodies,Ethnic,Hoodies,Adidas,Men,"XS, S, M, L",Pink,Soft,Premium,Streetwear,2019,10%,Silver Jhumkas,Ranveer Singh,Summer,2023,No,4.4
MTR10316,Printed Hoodies,Ethnic,Tracks,Puma,Unisex,Free Size,Navy Blue,Ribbed,Standard,Y2K,742,25%,Cap,Deepika Padukone,Winter,2024,Yes,4.1
MTR10317,Basic Sneakers,Bottomwear,Shirts,H&M,Women,"S, M, L, XL",Pastel Green,Ribbed,Eco-Friendly,Minimalist,2942,25%,Silver Jhumkas,Ranveer Singh,Winter,2023,No,3.8
MTR10318,Basic Tracks,Ethnic,Sneakers,Nike,Unisex,"S, M, L, XL",Red,Soft,Eco-Friendly,Retro,4438,25%,Sports Socks,Kareena Kapoor,All Season,2025,Yes,4.1
MTR10319,Formal Sandals,Winterwear,Scarves,Levi’s,Men,"M, L, XL",Yellow,Smooth,Eco-Friendly,Streetwear,5720,10%,Cap,None,All Season,2025,Yes,4.3
MTR10320,Basic Jeans,Ethnic,Sneakers,U.S. Polo Assn.,Men,"S, M, L, XL",Olive,Ribbed,Standard,Streetwear,5596,25%,Cap,None,All Season,2023,No,4.4
MTR10321,Casual Hoodies,Topwear,Sandals,Levi’s,Unisex,"S, M, L, XL",White,Matte,Recycled,Athleisure,1382,20%,Watch,Virat Kohli,Summer,2023,No,4.1
MTR10322,Formal Shirts,Winterwear,Blazers,Roadster,Unisex,"XS, S, M, L",Grey,Ribbed,Premium,Boho,2992,20%,Watch,Virat Kohli,Summer,2024,Yes,5.0
MTR10323,Printed Kurtis,Bottomwear,Sneakers,Nike,Unisex,Free Size,Beige,Textured,Recycled,Y2K,4781,15%,Silver Jhumkas,Virat Kohli,All Season,2024,No,4.7
MTR10324,Graphic Jeans,Topwear,Jeans,U.S. Polo Assn.,Men,UK 6–11,Yellow,Ribbed,Standard,Streetwear,2170,20%,Sports Socks,None,Winter,2023,Yes,3.8
MTR10325,Casual Blazers,Accessories,Shirts,Levi’s,Women,UK 6–11,Yellow,Ribbed,Premium,Athleisure,5862,25%,Sports Socks,Kareena Kapoor,Winter,2024,No,4.4
MTR10326,Casual Sandals,Topwear,Scarves,Nike,Unisex,"M, L, XL",Pink,Smooth,Recycled,Athleisure,2280,25%,Sunglasses,Deepika Padukone,Summer,2025,No,4.6
MTR10327,Floral T-Shirt,Ethnic,Tracks,U.S. Polo Assn.,Men,"XS, S, M, L",Grey,Rough,Standard,Athleisure,566,15%,Silver Jhumkas,None,Summer,2024,Yes,4.3
MTR10328,Formal Shirts,Ethnic,Hoodies,Nike,Men,"S, M, L, XL",Black,Smooth,Premium,Y2K,5330,25%,Silver Jhumkas,Kiara Advani,Winter,2024,No,4.5
MTR10329,Sporty Jeans,Topwear,Shirts,Roadster,Men,UK 6–11,Navy Blue,Smooth,Premium,Streetwear,1866,30%,Sports Socks,Virat Kohli,All Season,2025,No,4.3
MTR10330,Printed Kurtis,Topwear,T-Shirt,Nike,Unisex,"XS, S, M, L",Beige,Soft,Eco-Friendly,Streetwear,967,20%,Cap,Ranveer Singh,All Season,2025,Yes,4.0
MTR10331,Casual Kurtis,Footwear,Hoodies,Allen Solly,Men,"S, M, L, XL",Black,Rough,Premium,Athleisure,711,20%,Statement Brooch,Kareena Kapoor,All Season,2023,No,4.9
MTR10332,Slim Fit Jeans,Topwear,Shirts,Zara,Women,UK 6–11,Yellow,Matte,Eco-Friendly,Athleisure,3269,15%,Sports Socks,Virat Kohli,All Season,2024,No,3.9
MTR10333,Slim Fit Shirts,Winterwear,Sneakers,Roadster,Men,"S, M, L, XL",Red,Ribbed,Eco-Friendly,Athleisure,4271,15%,Sports Socks,Deepika Padukone,Winter,2024,No,4.1
MTR10334,Floral Blazers,Footwear,Tracks,Adidas,Unisex,"XS, S, M, L",Grey,Glossy,Recycled,Athleisure,798,15%,Sports Socks,Kareena Kapoor,Summer,2025,Yes,3.6
MTR10335,Floral Jeans,Winterwear,Sandals,Levi’s,Men,"XS, S, M, L",Grey,Textured,Recycled,Streetwear,2003,25%,Cap,Virat Kohli,All Season,2025,Yes,4.0
MTR10336,Formal Blazers,Ethnic,Scarves,Nike,Women,"S, M, L, XL",White,Matte,Eco-Friendly,Athleisure,1451,10%,Sunglasses,Kiara Advani,All Season,2023,Yes,3.8
MTR10337,Basic Sandals,Topwear,Tracks,Levi’s,Men,UK 6–11,Black,Soft,Eco-Friendly,Minimalist,5563,10%,Silver Jhumkas,Deepika Padukone,All Season,2023,No,4.0
MTR10338,Formal Hoodies,Footwear,Shirts,Allen Solly,Women,UK 6–11,Pastel Green,Soft,Eco-Friendly,Y2K,3726,10%,Silver Jhumkas,None,All Season,2023,No,4.6
MTR10339,Formal Jeans,Accessories,T-Shirt,Levi’s,Men,"XS, S, M, L",Red,Glossy,Premium,Boho,2449,10%,Silver Jhumkas,Virat Kohli,Summer,2024,Yes,4.0
MTR10340,Sporty Sandals,Accessories,Jeans,Allen Solly,Men,Free Size,Pastel Green,Rough,Premium,Boho,877,25%,Cap,Deepika Padukone,Summer,2024,Yes,4.5
MTR10341,Printed Sandals,Accessories,Blazers,Biba,Women,"S, M, L, XL",Olive,Ribbed,Recycled,Y2K,3520,15%,Silver Jhumkas,Ranveer Singh,Winter,2025,No,3.6
MTR10342,Sporty T-Shirt,Footwear,Hoodies,Puma,Men,UK 6–11,Grey,Matte,Premium,Streetwear,1888,10%,Sports Socks,Virat Kohli,Summer,2025,No,4.5
MTR10343,Basic Scarves,Ethnic,T-Shirt,Levi’s,Men,"M, L, XL",Red,Ribbed,Eco-Friendly,Minimalist,4905,10%,Leather Belt,Ranveer Singh,All Season,2025,Yes,4.3
MTR10344,Graphic Tracks,Footwear,Blazers,H&M,Women,"XS, S, M, L",Beige,Soft,Eco-Friendly,Retro,757,25%,Cap,Kiara Advani,Winter,2023,Yes,4.3
MTR10345,Basic Hoodies,Accessories,Hoodies,Zara,Men,Free Size,Yellow,Textured,Premium,Y2K,5117,25%,Sports Socks,Ranveer Singh,Winter,2024,No,3.6
MTR10346,Formal Tracks,Accessories,Jeans,Allen Solly,Unisex,UK 6–11,Pastel Green,Textured,Premium,Boho,3665,20%,Sunglasses,Deepika Padukone,Summer,2023,No,3.6
MTR10347,Casual Hoodies,Accessories,Kurtis,Puma,Unisex,"XS, S, M, L",Navy Blue,Smooth,Eco-Friendly,Boho,4933,15%,Cap,Deepika Padukone,All Season,2024,Yes,4.7
MTR10348,Formal Tracks,Bottomwear,T-Shirt,Puma,Men,Free Size,Olive,Matte,Eco-Friendly,Retro,1549,10%,Sports Socks,Deepika Padukone,Winter,2023,No,4.7
MTR10349,Floral Tracks,Accessories,Sandals,Adidas,Men,UK 6–11,Navy Blue,Textured,Premium,Retro,2622,10%,Statement Brooch,None,All Season,2024,Yes,4.6
MTR10350,Slim Fit Shirts,Ethnic,Kurtis,Biba,Women,"S, M, L, XL",Beige,Rough,Premium,Retro,5340,20%,Cap,None,All Season,2024,No,4.2
MTR10351,Floral Sneakers,Footwear,T-Shirt,Biba,Unisex,Free Size,Black,Matte,Recycled,Boho,5628,15%,Silver Jhumkas,Ranveer Singh,All Season,2025,Yes,4.5
MTR10352,Slim Fit Hoodies,Winterwear,Jeans,Roadster,Unisex,Free Size,Navy Blue,Rough,Standard,Minimalist,815,30%,Silver Jhumkas,Kiara Advani,Winter,2025,Yes,4.9
MTR10353,Sporty Sandals,Ethnic,Sneakers,Adidas,Women,"S, M, L, XL",Pink,Smooth,Standard,Retro,5325,10%,Sunglasses,Kiara Advani,Winter,2023,Yes,3.6
MTR10354,Floral Sandals,Bottomwear,Sneakers,Puma,Unisex,UK 6–11,Pastel Green,Textured,Standard,Minimalist,3460,25%,Cap,Kareena Kapoor,Winter,2023,Yes,4.4
MTR10355,Basic Hoodies,Footwear,Hoodies,Biba,Men,"M, L, XL",Olive,Textured,Premium,Streetwear,3006,15%,Silver Jhumkas,Deepika Padukone,Summer,2025,No,4.0
MTR10356,Floral T-Shirt,Topwear,Kurtis,U.S. Polo Assn.,Women,"XS, S, M, L",Beige,Smooth,Standard,Minimalist,4768,30%,Silver Jhumkas,Deepika Padukone,All Season,2024,Yes,3.5
MTR10357,Basic Blazers,Accessories,Hoodies,Adidas,Women,"XS, S, M, L",Yellow,Rough,Premium,Streetwear,2767,30%,Watch,None,Winter,2025,Yes,4.9
MTR10358,Sporty Jeans,Winterwear,Scarves,Allen Solly,Unisex,"XS, S, M, L",Grey,Soft,Premium,Streetwear,5427,20%,Sports Socks,Ranveer Singh,All Season,2023,No,4.3
MTR10359,Sporty T-Shirt,Bottomwear,Scarves,Nike,Women,"XS, S, M, L",Beige,Matte,Recycled,Athleisure,5432,20%,Leather Belt,Kiara Advani,All Season,2025,Yes,4.8
MTR10360,Floral T-Shirt,Winterwear,Shirts,Levi’s,Unisex,"XS, S, M, L",White,Ribbed,Premium,Retro,4995,15%,Watch,Ranveer Singh,Winter,2025,Yes,3.9
MTR10361,Sporty Blazers,Accessories,Blazers,Levi’s,Unisex,"S, M, L, XL",Olive,Rough,Eco-Friendly,Minimalist,4940,30%,Watch,Virat Kohli,Summer,2023,Yes,3.8
MTR10362,Printed Blazers,Ethnic,Blazers,Nike,Women,"M, L, XL",Black,Smooth,Premium,Athleisure,913,15%,Sunglasses,None,All Season,2024,No,4.4
MTR10363,Graphic Kurtis,Accessories,Sandals,Levi’s,Women,"S, M, L, XL",Black,Soft,Standard,Athleisure,2192,25%,Watch,None,Summer,2023,No,3.7
MTR10364,Printed Scarves,Accessories,Scarves,U.S. Polo Assn.,Women,"XS, S, M, L",Yellow,Rough,Premium,Streetwear,4258,20%,Statement Brooch,Kareena Kapoor,Winter,2023,Yes,4.1
MTR10365,Floral Sneakers,Topwear,Sandals,Zara,Women,"S, M, L, XL",Black,Textured,Premium,Streetwear,1742,30%,Silver Jhumkas,Deepika Padukone,Summer,2025,Yes,4.7
MTR10366,Formal Jeans,Accessories,Jeans,U.S. Polo Assn.,Women,Free Size,Yellow,Matte,Eco-Friendly,Athleisure,1360,15%,Sunglasses,Kareena Kapoor,Winter,2025,No,4.8
MTR10367,Sporty Blazers,Topwear,Jeans,Zara,Women,Free Size,Pastel Green,Rough,Eco-Friendly,Retro,1543,25%,Cap,Virat Kohli,Summer,2023,No,4.3
MTR10368,Basic Sandals,Accessories,Tracks,Biba,Unisex,"M, L, XL",Yellow,Smooth,Standard,Athleisure,1149,30%,Statement Brooch,Kiara Advani,All Season,2025,No,5.0
MTR10369,Graphic Scarves,Winterwear,Kurtis,Puma,Women,"M, L, XL",Red,Textured,Standard,Streetwear,5184,15%,Cap,Kareena Kapoor,Winter,2024,No,4.0
MTR10370,Floral Sandals,Winterwear,Sneakers,Roadster,Men,"XS, S, M, L",Pink,Soft,Premium,Minimalist,3561,20%,Sunglasses,Kiara Advani,All Season,2023,Yes,5.0
MTR10371,Printed Blazers,Topwear,Scarves,Biba,Men,Free Size,Pink,Textured,Premium,Athleisure,3788,25%,Cap,Virat Kohli,All Season,2024,Yes,4.4
MTR10372,Casual Shirts,Winterwear,Scarves,Zara,Women,"M, L, XL",Yellow,Matte,Premium,Y2K,5794,10%,Leather Belt,None,Summer,2024,Yes,4.6
MTR10373,Printed Sandals,Accessories,Shirts,Adidas,Men,"S, M, L, XL",Red,Matte,Eco-Friendly,Streetwear,3819,15%,Sports Socks,None,Summer,2025,No,4.6
MTR10374,Sporty Sneakers,Ethnic,Kurtis,Roadster,Women,"S, M, L, XL",Grey,Soft,Eco-Friendly,Retro,5573,30%,Sunglasses,Deepika Padukone,Winter,2024,No,3.6
MTR10375,Graphic Tracks,Topwear,Hoodies,Nike,Unisex,Free Size,Black,Soft,Standard,Retro,4261,30%,Leather Belt,Ranveer Singh,Summer,2025,No,4.8
MTR10376,Basic Scarves,Accessories,Sneakers,Allen Solly,Men,Free Size,Navy Blue,Ribbed,Recycled,Streetwear,1841,25%,Cap,Kareena Kapoor,Summer,2025,No,3.8
MTR10377,Graphic Sandals,Footwear,Tracks,Nike,Men,"S, M, L, XL",Red,Textured,Eco-Friendly,Minimalist,803,15%,Statement Brooch,Virat Kohli,All Season,2024,Yes,4.0
MTR10378,Graphic T-Shirt,Bottomwear,T-Shirt,Biba,Unisex,UK 6–11,Pink,Rough,Premium,Boho,4366,30%,Watch,None,Summer,2023,No,3.8
MTR10379,Casual T-Shirt,Winterwear,Jeans,Roadster,Women,"XS, S, M, L",Pink,Soft,Eco-Friendly,Boho,1353,25%,Cap,Deepika Padukone,Winter,2024,No,4.2
MTR10380,Basic Kurtis,Bottomwear,Scarves,Roadster,Women,UK 6–11,Pink,Soft,Recycled,Retro,5803,15%,Sports Socks,None,All Season,2025,Yes,4.6
MTR10381,Casual Shirts,Ethnic,Tracks,Allen Solly,Men,UK 6–11,Pink,Textured,Standard,Retro,3172,30%,Silver Jhumkas,Ranveer Singh,Summer,2025,No,4.7
MTR10382,Formal Hoodies,Topwear,Hoodies,U.S. Polo Assn.,Unisex,"XS, S, M, L",Olive,Soft,Recycled,Y2K,4853,20%,Cap,Kiara Advani,All Season,2025,No,4.0
MTR10383,Floral Sneakers,Accessories,Sandals,U.S. Polo Assn.,Women,Free Size,White,Textured,Eco-Friendly,Streetwear,864,25%,Silver Jhumkas,Kiara Advani,Winter,2024,No,3.6
MTR10384,Sporty Sandals,Winterwear,Tracks,U.S. Polo Assn.,Women,"S, M, L, XL",Beige,Smooth,Recycled,Boho,3193,10%,Sports Socks,Virat Kohli,All Season,2023,Yes,4.0
MTR10385,Basic Jeans,Footwear,Blazers,Puma,Men,"S, M, L, XL",Black,Textured,Recycled,Streetwear,2675,15%,Watch,Ranveer Singh,Winter,2025,Yes,4.2
MTR10386,Formal Blazers,Bottomwear,Blazers,Puma,Unisex,"S, M, L, XL",Navy Blue,Soft,Recycled,Y2K,1504,20%,Silver Jhumkas,Virat Kohli,Winter,2023,No,3.9
MTR10387,Casual Scarves,Accessories,Sneakers,Biba,Unisex,Free Size,Black,Smooth,Eco-Friendly,Retro,4132,15%,Silver Jhumkas,Virat Kohli,Summer,2023,No,4.8
MTR10388,Slim Fit Sneakers,Winterwear,Sneakers,Allen Solly,Unisex,"XS, S, M, L",White,Soft,Recycled,Athleisure,3410,25%,Sunglasses,Ranveer Singh,Summer,2024,Yes,4.5
MTR10389,Formal Jeans,Topwear,Shirts,U.S. Polo Assn.,Women,UK 6–11,White,Textured,Standard,Retro,2806,30%,Statement Brooch,Kareena Kapoor,Summer,2025,No,4.3
MTR10390,Slim Fit Kurtis,Winterwear,T-Shirt,Zara,Unisex,Free Size,Olive,Glossy,Premium,Streetwear,1989,25%,Leather Belt,Kareena Kapoor,Winter,2024,No,4.7
MTR10391,Graphic Scarves,Ethnic,Tracks,Zara,Women,"S, M, L, XL",Olive,Smooth,Premium,Minimalist,3828,20%,Statement Brooch,Virat Kohli,All Season,2024,Yes,4.1
MTR10392,Formal Shirts,Footwear,Tracks,Biba,Women,"XS, S, M, L",Pink,Soft,Recycled,Y2K,4906,10%,Sunglasses,Kiara Advani,Summer,2024,No,4.0
MTR10393,Basic Hoodies,Footwear,Shirts,Roadster,Unisex,Free Size,Black,Matte,Premium,Streetwear,824,15%,Silver Jhumkas,Ranveer Singh,Summer,2024,Yes,4.1
MTR10394,Sporty Tracks,Footwear,Scarves,U.S. Polo Assn.,Unisex,UK 6–11,Red,Rough,Recycled,Retro,2893,20%,Statement Brooch,Ranveer Singh,Winter,2025,No,4.3
MTR10395,Formal Sandals,Bottomwear,Tracks,Zara,Women,"M, L, XL",White,Ribbed,Eco-Friendly,Streetwear,3863,15%,Watch,Deepika Padukone,Winter,2025,No,4.3
MTR10396,Basic Sandals,Winterwear,Kurtis,Levi’s,Women,UK 6–11,Yellow,Glossy,Recycled,Streetwear,4152,15%,Leather Belt,Ranveer Singh,All Season,2024,No,4.4
MTR10397,Floral Jeans,Accessories,Jeans,Zara,Women,"M, L, XL",White,Matte,Standard,Athleisure,1690,10%,Leather Belt,Deepika Padukone,All Season,2024,Yes,4.5
MTR10398,Printed Tracks,Bottomwear,Hoodies,Puma,Men,Free Size,Navy Blue,Ribbed,Premium,Minimalist,3271,15%,Statement Brooch,Kareena Kapoor,Summer,2023,Yes,4.4
MTR10399,Floral Tracks,Bottomwear,Scarves,Roadster,Unisex,"XS, S, M, L",Pink,Textured,Standard,Retro,5310,10%,Sunglasses,Kareena Kapoor,Summer,2024,Yes,5.0
MTR10400,Floral Kurtis,Accessories,Shirts,Adidas,Women,"XS, S, M, L",Red,Smooth,Recycled,Minimalist,5257,15%,Sports Socks,Kareena Kapoor,Summer,2023,No,4.5
MTR10401,Printed Blazers,Winterwear,Kurtis,Levi’s,Women,UK 6–11,Beige,Matte,Eco-Friendly,Streetwear,4968,30%,Leather Belt,Virat Kohli,Winter,2023,No,3.6
MTR10402,Floral T-Shirt,Accessories,T-Shirt,Allen Solly,Men,"M, L, XL",Black,Smooth,Eco-Friendly,Y2K,583,25%,Watch,None,Summer,2023,Yes,5.0
MTR10403,Slim Fit Hoodies,Bottomwear,Tracks,Roadster,Women,"XS, S, M, L",Olive,Smooth,Eco-Friendly,Boho,1290,20%,Cap,Kareena Kapoor,Winter,2025,No,3.5
MTR10404,Slim Fit Blazers,Winterwear,Jeans,U.S. Polo Assn.,Women,"S, M, L, XL",Pastel Green,Soft,Standard,Y2K,2996,20%,Statement Brooch,Ranveer Singh,Winter,2025,Yes,4.7
MTR10405,Graphic Sneakers,Bottomwear,Tracks,U.S. Polo Assn.,Men,"M, L, XL",Pink,Matte,Eco-Friendly,Minimalist,2089,25%,Leather Belt,Kiara Advani,Summer,2024,Yes,4.2
MTR10406,Basic Tracks,Ethnic,Shirts,Allen Solly,Unisex,"XS, S, M, L",Pastel Green,Glossy,Recycled,Boho,5088,20%,Leather Belt,Kiara Advani,Winter,2025,No,4.0
MTR10407,Formal Jeans,Topwear,Blazers,U.S. Polo Assn.,Men,"XS, S, M, L",Red,Rough,Premium,Boho,4206,30%,Leather Belt,Ranveer Singh,Summer,2025,Yes,4.8
MTR10408,Formal Sandals,Winterwear,T-Shirt,Adidas,Men,"S, M, L, XL",Beige,Glossy,Eco-Friendly,Streetwear,2521,25%,Sunglasses,Ranveer Singh,All Season,2023,No,3.8
MTR10409,Printed T-Shirt,Ethnic,Hoodies,Zara,Unisex,Free Size,Grey,Smooth,Recycled,Streetwear,4664,25%,Silver Jhumkas,Kiara Advani,All Season,2024,Yes,3.9
MTR10410,Printed T-Shirt,Winterwear,Jeans,U.S. Polo Assn.,Women,"S, M, L, XL",Beige,Rough,Standard,Streetwear,2882,25%,Watch,Ranveer Singh,All Season,2024,Yes,4.9
MTR10411,Floral Scarves,Topwear,Shirts,Adidas,Men,"S, M, L, XL",Navy Blue,Glossy,Premium,Athleisure,3675,10%,Sports Socks,None,Winter,2025,No,4.4
MTR10412,Formal T-Shirt,Topwear,Hoodies,Nike,Men,"XS, S, M, L",White,Textured,Recycled,Athleisure,882,30%,Silver Jhumkas,Virat Kohli,Summer,2024,No,3.7
MTR10413,Casual Shirts,Topwear,Kurtis,Nike,Women,Free Size,Beige,Soft,Standard,Streetwear,729,15%,Cap,Kareena Kapoor,Summer,2024,Yes,3.9
MTR10414,Basic Blazers,Accessories,Hoodies,Biba,Men,UK 6–11,Yellow,Glossy,Recycled,Boho,4453,15%,Cap,None,All Season,2025,No,4.2
MTR10415,Floral Tracks,Accessories,Shirts,Biba,Unisex,"M, L, XL",White,Matte,Eco-Friendly,Boho,4558,10%,Cap,None,Summer,2024,Yes,4.1
MTR10416,Printed T-Shirt,Accessories,Shirts,H&M,Unisex,"S, M, L, XL",Pastel Green,Textured,Eco-Friendly,Y2K,2846,10%,Statement Brooch,Virat Kohli,All Season,2025,No,4.2
MTR10417,Printed Kurtis,Topwear,Jeans,Nike,Men,"S, M, L, XL",White,Matte,Recycled,Streetwear,1390,25%,Cap,Kareena Kapoor,Summer,2023,Yes,4.4
MTR10418,Basic Hoodies,Topwear,Shirts,Zara,Women,"M, L, XL",Yellow,Matte,Standard,Streetwear,5256,15%,Cap,Virat Kohli,Summer,2024,Yes,4.9
MTR10419,Sporty Sneakers,Winterwear,Blazers,U.S. Polo Assn.,Women,UK 6–11,Navy Blue,Textured,Eco-Friendly,Y2K,1250,30%,Cap,Virat Kohli,All Season,2024,Yes,4.5
MTR10420,Slim Fit T-Shirt,Bottomwear,Scarves,Levi’s,Women,Free Size,Yellow,Ribbed,Premium,Boho,2569,30%,Leather Belt,Virat Kohli,All Season,2024,No,4.2
MTR10421,Floral T-Shirt,Winterwear,Blazers,Roadster,Men,Free Size,Pink,Textured,Premium,Minimalist,2421,20%,Statement Brooch,Deepika Padukone,Summer,2025,No,3.7
MTR10422,Slim Fit Scarves,Topwear,Jeans,Allen Solly,Women,"XS, S, M, L",Red,Matte,Recycled,Boho,3755,30%,Cap,Kareena Kapoor,All Season,2023,No,3.9
MTR10423,Basic Shirts,Ethnic,T-Shirt,Allen Solly,Men,"M, L, XL",Grey,Rough,Recycled,Athleisure,3909,30%,Sunglasses,Kiara Advani,All Season,2025,Yes,4.8
